1747	N1777 N3166 N3367 N10423 N13436 N15706 N17329 	N23791 N23953 N20478 N1550	1 1 0 0
1748	N788 N1823 N2929 N3704 	N8921 N21363 N18538 N17205	1 1 0 0
1749	N9482 	N19746 N21841 N4719 N25672	1 1 0 0
1750	N8334 N15091 N18729 N19447 	N20178 N23686 N6384 N7832	1 1 0 0
1751	N2581 N4225 N7556 N8331 N8849 N9317 N13262 N14443 N14831 N15186 N16482 N17487 	N17536 N21196 N24841 N5195	1 1 0 0
1752	N193 N9222 N9316 N9395 N9445 N10627 N11967 N13660 N13740 N23281 N25709 	N25865 N25960 N25901 N8459	1 1 0 0
1753	N7625 N10418 N12017 	N23671 N25610 N11662 N4582	1 1 0 0
1754	N1919 N9222 N11022 N17857 	N19618 N21681 N8994 N13832	1 1 0 0
1755	N1302 N3084 N4780 N5788 N11603 N14587 N20829 	N24977 N25581 N16380 N23066	1 1 0 0
1756	N3234 N3452 N3546 N5176 N5665 N6161 N7357 N7395 N9989 N10319 N10516 N11211 N12843 N15479 N15879 N17136 N18383 N18571 N18574 N22277 N24690 N24780 N24796 	N25359 N25814 N21975 N20596	1 1 0 0
1757	N5497 N15053 N17906 	N22117 N22601 N17248 N10514	1 1 0 0
1758	N1645 N2513 N4208 N7570 N10876 N15137 	N15325 N19383 N12111 N3636	1 1 0 0
1759	N11144 	N18364 N21196 N22745 N10701	1 1 0 0
1760	N6054 N11022 N12103 N13410 N20727 N21885 	N23300 N25210 N12350 N25707	1 1 0 0
1761	N6682 N7903 N8141 N10829 N14050 N16729 N19279 	N23457 N25493 N15825 N10776	1 1 0 0
1762	N3039 N3989 N5750 N7471 N8859 N8982 N9521 N10909 N11114 N11257 N12369 N14179 N16906 N17394 N17674 N18721 N21073 N21519 	N22037 N22302 N24248 N8211	1 1 0 0
1763	N2494 N5625 N6754 N8695 N11144 N11487 N13302 N14167 	N16689 N18364 N1977 N18727	1 1 0 0
1764	N443 N4511 N4600 N9484 N9933 	N16969 N25879 N12801 N6560	1 1 0 0
1765	N4300 N13486 N20733 	N23423 N23697 N14340 N4550	1 1 0 0
1766	N8686 	N15194 N24431 N4169 N5038	1 1 0 0
1767	N1458 N4321 N4633 N15568 	N22306 N24939 N20796 N677	1 1 0 0
1768	N3131 	N13700 N22889 N6233 N11224	1 1 0 0
1769	N5725 N9867 	N19470 N25513 N12431 N18562	1 1 0 0
1770	N323 N337 N714 N715 N901 N968 N1510 N1685 N2059 N2147 N2381 N2398 N3016 N3131 N3255 N3557 N3907 N4493 N4575 N4754 N4936 N5338 N5532 N5538 N5808 N6092 N6181 N6282 N6586 N6645 N6821 N7267 N7447 N8865 N8992 N9222 N9358 N9431 N9511 N9535 N9563 N9684 N9778 N9906 N9939 N10892 N10942 N10990 N11154 N11314 N11317 N12100 N12279 N12319 N12612 N12730 N13257 N13317 N13467 N13599 N14108 N14262 N14573 N14579 N14609 N14646 N14713 N14726 N15069 N15094 N15296 N15309 N15615 N15773 N16255 N16951 N17268 N17487 N17718 N18571 N18859 N19100 N19111 N19331 N19333 N19345 N19633 N20669 N20688 N20820 N21073 N21206 N22505 N22516 N22601 N22889 N23115 N23128 N23336 N23338 N23918 N23920 N24100 N24397 N24401 N24553 N24561 N24607 N25311 N25664 N25873 	N25886 N25899 N774 N15691	1 1 0 0
1771	N3091 N4765 N10990 N11024 N12635 N18765 	N22889 N25152 N16434 N9104	1 1 0 0
1772	N11 N50 N247 N252 N316 N385 N461 N586 N660 N687 N841 N862 N907 N992 N1003 N1064 N1188 N1248 N1341 N1359 N1365 N1600 N1708 N1758 N1802 N2019 N2053 N2131 N2252 N2367 N2375 N2448 N2557 N2560 N2623 N2985 N3063 N3123 N3168 N3225 N3244 N3265 N3601 N3630 N3826 N3849 N3871 N3877 N4176 N4295 N4392 N4551 N4648 N4696 N4771 N4825 N4921 N5013 N5155 N5170 N5442 N5647 N5748 N5755 N5861 N6109 N6153 N6191 N6324 N6388 N6410 N6440 N6499 N6601 N6740 N6751 N6771 N6831 N6914 N7188 N7350 N7379 N7431 N7778 N7798 N7883 N7893 N7915 N7947 N7978 N7992 N8005 N8117 N8405 N8561 N8628 N8662 N8695 N8773 N9015 N9080 N9203 N9352 N9357 N9425 N9470 N9711 N10083 N10472 N10478 N10592 N10709 N10729 N10824 N10840 N10923 N10950 N11063 N11083 N11091 N11115 N11178 N11254 N11362 N11537 N11604 N11861 N11885 N12031 N12114 N12143 N12154 N12359 N12471 N12527 N12568 N12763 N12764 N12872 N12893 N12913 N12943 N13304 N13336 N13587 N13599 N13960 N13962 N14144 N14244 N14292 N14341 N14405 N14532 N14547 N14569 N15013 N15094 N15240 N15343 N15431 N15606 N15741 N15809 N15876 N15880 N15882 N15949 N15996 N16092 N16198 N16202 N16241 N16550 N16551 N16569 N16679 N16694 N16814 N16860 N16894 N16895 N16916 N16955 N17036 N17147 N17176 N17487 N17524 N17539 N17699 N17846 N18113 N18532 N18535 N18613 N18649 N18661 N18718 N18760 N18771 N18845 N18881 N18891 N19011 N19038 N19041 N19159 N19248 N19257 N19324 N19531 N19677 N19834 N19877 N19954 N20042 N20088 N20320 N20327 N20471 N20520 N20529 N20593 N20713 N20757 N20796 N20863 N21090 N21118 N21196 N21388 N21405 N21978 N22113 N22193 N22199 N22312 N22352 N22422 N22423 N22687 N22742 N22801 N22966 N22970 N23044 N23158 N23336 N23435 N23459 N23550 N23566 N23804 N23920 N23935 N23946 N24186 N24401 N24423 N24672 N24691 N24741 N24781 N24810 N24889 N25148 N25352 N25386 N25435 N25481 	N25684 N25833 N24626 N2607	1 1 0 0
1773	N138 N9400 N9787 	N19638 N20951 N4409 N5460	1 1 0 0
1774	N1097 N9095 N17487 N21099 	N22422 N23815 N14107 N2813	1 1 0 0
1775	N19 N286 N942 N1367 N2183 N2813 N3055 N3101 N3573 N4034 N5144 N6745 N8060 N9548 N9617 N10163 N10677 N11200 N11591 N11702 N12192 N12846 N13346 N14495 N15723 N16496 N16756 N16950 N17487 	N18607 N25529 N14120 N11972	1 1 0 0
1776	N3915 N4133 	N13858 N23608 N14804 N21533	1 1 0 0
1777	N15542 	N18355 N20158 N25166 N2275	1 1 0 0
1778	N6564 	N16395 N20951 N19268 N25147	1 1 0 0
1779	N17526 	N19427 N19771 N22724 N21896	1 1 0 0
1780	N2814 	N3257 N23563 N21303 N11062	1 1 0 0
1781	N3231 	N6775 N25485 N1906 N2425	1 1 0 0
1782	N3066 	N13508 N19485 N5584 N10916	1 1 0 0
1783	N1756 N1836 N1895 N3102 N4101 N4754 N6282 N7461 N8383 N11904 N14102 N14609 N16210 N16544 N16582 N17782 N20218 N20366 N20859 N21998 N22093 N22233 N23194 N24741 N24764 	N25225 N25532 N24427 N8861	1 1 0 0
1784	N851 N3656 	N10011 N22434 N6748 N13832	1 1 0 0
1785	N3131 N8865 N13389 	N17848 N23832 N18296 N874	1 1 0 0
1786	N1823 N2923 	N6485 N15414 N4231 N11233	1 1 0 0
1787	N3625 N10529 N14671 N15871 N16807 	N22695 N22699 N24005 N12185	1 1 0 0
1788	N12727 N13704 N15864 N20823 N23055 	N24321 N25012 N19049 N5541	1 1 0 0
1789	N5696 N11703 	N18160 N18813 N23540 N2356	1 1 0 0
1790	N34 N336 N459 N764 N1414 N1434 N1810 N1815 N2117 N2177 N2399 N2536 N2550 N2658 N3074 N3511 N3609 N3850 N4475 N4489 N4754 N5030 N6969 N7031 N7379 N8285 N8351 N8614 N8630 N8735 N8922 N9020 N9105 N10136 N10166 N10653 N11079 N12894 N13192 N13228 N13331 N13712 N14135 N14431 N14483 N14716 N15010 N16067 N16231 N16274 N16491 N16869 N16922 N16923 N16968 N17036 N17699 N17903 N17924 N18196 N18431 N19132 N19247 N19531 N19877 N20625 N20763 N20882 N21143 N21612 N21933 N21944 N22193 N22233 N22271 N22595 N22685 N23055 N23113 N23252 N23356 N23456 N23600 N24123 N24168 N24246 N24296 N24384 N24389 N24613 	N25225 N25609 N18867 N19919	1 1 0 0
1791	N5564 	N10681 N18319 N15598 N5634	1 1 0 0
1792	N11278 	N14128 N21397 N17690 N7797	1 1 0 0
1793	N15092 	N17073 N18519 N17639 N20069	1 1 0 0
1794	N8918 	N14928 N24431 N10982 N15800	1 1 0 0
1795	N2030 	N4320 N25825 N11131 N19117	1 1 0 0
1796	N9222 	N10661 N12134 N15759 N10069	1 1 0 0
1797	N1823 N3511 N9431 N13599 N15137 N16694 N17487 	N18532 N25418 N21922 N22495	1 1 0 0
1798	N2457 N6092 N6181 N10942 N10990 N11907 N12100 N12791 N15281 N18181 N18720 N20528 N21755 N22516 N22889 N23048 N23480 N24275 	N25873 N25939 N21073 N5203	1 1 0 0
1799	N465 N497 N715 N1823 N2479 N3144 N3205 N3473 N3672 N4545 N5198 N5954 N6426 N6914 N7300 N8199 N8292 N9222 N10238 N11022 N11302 N11678 N11791 N11825 N12577 N12703 N12877 N13599 N13684 N13742 N14494 N15039 N15094 N15686 N16319 N16694 N16768 N16941 N17072 N17487 N18500 N18532 N18836 N19086 N19248 N19518 N20238 N20412 N21771 N22300 N22394 N22416 N22505 N22795 N22912 N23905 N24195 N24263 N24321 N24561 N25124 N25418 N25481 	N25537 N25633 N8803 N18186	1 1 0 0
1800	N331 N560 N2882 N4132 N4191 N5163 N7444 N7778 N9717 N14601 N15644 N17693 N18829 N20064 N22187 N23763 	N25096 N25424 N2455 N2378	1 1 0 0
1801	N138 N265 N337 N545 N714 N833 N984 N1118 N1121 N1300 N1506 N1562 N2080 N2113 N2248 N3131 N3303 N3640 N3907 N4171 N4936 N5077 N5497 N5532 N5554 N5777 N6011 N6198 N6241 N6374 N6634 N6870 N7782 N7801 N7861 N8299 N8488 N8590 N9275 N9312 N9347 N9535 N9650 N10324 N10345 N10411 N10942 N11314 N11840 N11917 N12025 N13282 N13290 N13389 N13700 N13751 N13880 N14140 N14399 N14541 N14757 N14919 N15024 N15069 N15309 N15383 N15564 N15615 N15675 N15726 N15833 N16105 N16260 N16344 N16349 N16705 N16740 N16826 N17847 N18541 N18583 N18864 N19111 N19341 N19345 N19590 N19659 N19804 N20460 N21073 N21108 N21170 N21401 N21578 N21757 N21982 N22208 N22373 N22516 N22889 N23265 N23736 N24365 N24481 N24861 N24868 	N25258 N25680 N9185 N5175	1 1 0 0
1802	N647 N11961 	N15447 N23381 N11180 N15611	1 1 0 0
1803	N2761 	N14250 N19160 N8606 N13317	1 1 0 0
1804	N3395 N3906 N4910 N5163 N6070 N9601 N10058 N10205 N12681 N14989 N17293 N18440 N19432 	N25411 N25459 N9175 N20767	1 1 0 0
1805	N13 N6182 N6545 N9319 N13100 N14781 N16913 N17016 N18061 N18749 	N18817 N22956 N3990 N14187	1 1 0 0
1806	N97 N336 N385 N545 N1070 N1434 N1458 N1663 N1815 N2938 N3503 N3548 N4049 N4868 N6445 N6844 N7691 N7968 N8097 N8225 N8886 N10258 N10886 N11113 N11422 N12121 N13091 N13907 N14538 N14706 N14810 N15026 N15053 N15429 N16343 N16544 N16722 N16951 N17369 N17373 N17986 N18370 N19874 N20235 N20377 N20760 N21285 N22566 N23981 N24090 N24361 	N25455 N25603 N12747 N12753	1 1 0 0
1807	N265 N397 N1209 N1596 N2202 N2493 N2553 N2812 N3332 N3694 N4182 N4545 N5925 N5979 N6092 N6634 N7013 N8189 N9730 N10942 N11314 N11323 N11355 N12189 N13198 N13992 N14418 N15479 N15616 N15793 N16905 N17831 N18150 N18674 N19014 N19345 N19745 N20460 N20528 N21050 N21465 N22516 N22889 N23226 N23498 N23530 N24931 	N25380 N25555 N22537 N5846	1 1 0 0
1808	N169 N6881 N8801 N15029 N16443 N17275 N17413 	N22417 N24761 N11371 N7926	1 1 0 0
1809	N7085 N7428 N9350 N12098 N13277 	N19111 N23904 N17482 N18021	1 1 0 0
1810	N235 N265 N1216 N1239 N1243 N1472 N1832 N1910 N2453 N2469 N2498 N2593 N2660 N2681 N2765 N3018 N3044 N3087 N3126 N3200 N3303 N3586 N3589 N3744 N3830 N3989 N4134 N4518 N4560 N4786 N4823 N4873 N4898 N5015 N5322 N5334 N5527 N5532 N5583 N5643 N5675 N5769 N5774 N5878 N6175 N6208 N6387 N6606 N6609 N6752 N6774 N6870 N6916 N6975 N6991 N7035 N7519 N7731 N8313 N8643 N8915 N8923 N9077 N9164 N9347 N9364 N9393 N9540 N9648 N9946 N9954 N10104 N10117 N10120 N10211 N10348 N10818 N10920 N10931 N10942 N11000 N11116 N11284 N11396 N11580 N11726 N11805 N11840 N11843 N12078 N12189 N12215 N12409 N12414 N12415 N12423 N12480 N12766 N13242 N13840 N13947 N13982 N14151 N14246 N14389 N14399 N14525 N14700 N15003 N15069 N15217 N15280 N15309 N15445 N15598 N15762 N16024 N16054 N16176 N16189 N16295 N16675 N16704 N16705 N16877 N16924 N16971 N17228 N17239 N17298 N17487 N18013 N18094 N18283 N18420 N18720 N18863 N18953 N19446 N19498 N19510 N19804 N19841 N19843 N20099 N20174 N20495 N20506 N20621 N20834 N20850 N21273 N21440 N21503 N21578 N21746 N21777 N21950 N22340 N22344 N22424 N22648 N22789 N23159 N23362 N23412 N23507 N23540 N23544 N23683 N23819 N23870 N24111 N24139 N24261 N24266 N24382 N24724 N24767 N24823 N24939 N25102 N25633 N25653 	N25873 N25949 N19762 N8608	1 1 0 0
1811	N2571 N4094 N5163 N12872 N16059 N17882 	N24925 N25077 N8601 N7580	1 1 0 0
1812	N712 N1274 N1360 N2863 N3566 N3863 N4010 N5603 N6696 N7374 N7709 N7732 N8334 N8649 N9651 N10183 N10302 N12288 N15494 N16115 N16148 N19447 N20160 N20162 N21191 N21895 N23952 	N25095 N25181 N8387 N10411	1 1 0 0
1813	N2274 N9229 N10506 	N18563 N22980 N6362 N8367	1 1 0 0
1814	N865 N17444 	N17913 N25911 N13043 N6109	1 1 0 0
1815	N5788 	N9423 N13926 N14157 N19890	1 1 0 0
1816	N1043 N1212 N1817 N3693 N8663 N11757 N12049 N13578 N14181 N14524 N17942 N19992 N20221 	N22350 N24533 N10542 N8570	1 1 0 0
1817	N100 N4019 	N11832 N14066 N19011 N3980	1 1 0 0
1818	N3053 N6126 	N7082 N19552 N15955 N5788	1 1 0 0
1819	N3579 N6279 	N13215 N19019 N17498 N7263	1 1 0 0
1820	N3309 N5286 	N18789 N20695 N1503 N7272	1 1 0 0
1821	N6774 	N7658 N16826 N7727 N9220	1 1 0 0
1822	N4355 N5210 N13130 	N15864 N22191 N538 N22566	1 1 0 0
1823	N1570 N4664 N4754 N4832 N5667 N6629 N7976 N8407 N8419 N8997 N9972 N10136 N10467 N11207 N11953 N12361 N12474 N12840 N13144 N13674 N13928 N14119 N14641 N15127 N15729 N17094 N17245 N17437 N18369 N19212 N19710 N20973 N21673 N22243 N22629 N22670 N22847 N22995 N24344 N25030 	N25424 N25473 N3683 N17043	1 1 0 0
1824	N3516 N4399 N8766 	N15890 N16244 N20381 N16696	1 1 0 0
1825	N372 N6141 	N13013 N21747 N8492 N19624	1 1 0 0
1826	N372 	N6141 N10518 N20204 N2422	1 1 0 0
1827	N317 N1004 N4205 N4255 N4575 N6050 N6398 N7017 N7542 N7874 N9358 N10095 N11022 N11377 N12189 N14473 N14678 N15140 N15209 N15277 N15877 N17047 N17348 N18664 N19070 N19633 N21536 	N23577 N25438 N2163 N22139	1 1 0 0
1828	N986 	N8679 N16179 N17208 N7568	1 1 0 0
1829	N3439 N5459 N8083 N14492 	N19293 N22949 N2636 N1606	1 1 0 0
1830	N1500 N2659 	N8297 N12252 N9399 N25086	1 1 0 0
1831	N9014 N17500 N25360 	N25494 N25512 N18648 N23347	1 1 0 0
1832	N5038 	N6017 N16846 N14024 N20796	1 1 0 0
1833	N10909 N18950 	N19092 N25050 N23977 N21076	1 1 0 0
1834	N3789 	N6036 N14011 N16035 N1822	1 1 0 0
1835	N883 N1178 N1288 N1325 N1911 N2466 N3117 N3566 N3901 N4699 N4978 N5193 N5908 N6226 N6348 N6976 N7124 N7736 N7939 N7959 N7990 N8255 N8394 N8459 N8586 N8749 N9214 N9388 N10088 N10474 N10948 N10999 N11740 N11776 N11998 N12025 N12083 N12579 N12628 N13038 N13229 N13367 N13435 N13800 N13975 N15207 N15350 N15540 N15767 N15891 N16041 N16971 N16986 N17331 N17587 N17793 N17821 N17840 N18257 N18660 N18690 N18868 N18909 N19382 N19606 N19845 N21226 N22707 N22717 N22849 N23350 N23780 N24062 N24153 N24318 N24712 N24820 N25391 N25405 	N25539 N25932 N20906 N13303	1 1 0 0
1836	N322 N14836 	N21417 N21998 N1542 N1691	1 1 0 0
1837	N2316 N5022 N9794 	N17646 N18766 N8 N12037	1 1 0 0
1838	N2124 N9176 N10158 	N13519 N23943 N23500 N15221	1 1 0 0
1839	N828 N1076 N1246 N4588 N4869 N5070 N5582 N10882 N16021 N16242 	N18976 N22505 N7468 N23032	1 1 0 0
1840	N2572 N2787 N3629 N5805 N5960 N6176 N7209 N8383 N10901 N11326 N12513 N12654 N16475 N17671 N17782 N20584 N22233 N22631 N23265 N23569 N23977 N24054 	N25403 N25474 N9277 N17143	1 1 0 0
1841	N13338 N13643 N15597 	N15825 N23406 N25309 N20606	1 1 0 0
1842	N4415 N6878 	N24142 N25215 N18282 N7221	1 1 0 0
1843	N118 N7705 N9068 N13789 N14088 N15981 	N22695 N24959 N17351 N22268	1 1 0 0
1844	N561 	N14347 N19616 N4079 N3115	1 1 0 0
1845	N8558 N9430 N10513 N15716 N16035 	N16835 N20571 N6480 N14726	1 1 0 0
1846	N11577 N13691 	N16254 N21086 N3935 N207	1 1 0 0
1847	N792 N797 N1141 N1328 N1430 N2008 N2117 N2125 N2518 N2960 N3132 N3187 N3511 N4302 N4628 N4670 N4817 N5440 N5941 N5979 N5986 N6260 N6288 N6439 N6576 N7456 N7556 N8204 N8231 N8407 N8578 N8721 N8888 N9261 N9972 N10143 N10204 N10832 N10984 N11882 N11890 N12292 N12326 N12949 N13044 N13118 N13900 N14307 N14415 N14950 N15308 N15463 N15640 N15904 N16120 N16268 N16661 N17177 N17181 N18063 N18099 N18159 N18779 N19079 N19824 N19994 N20002 N20202 N20651 N20896 N21196 N21490 N21885 N22075 N22230 N22233 N22243 N22685 N22982 N23092 N23460 N23709 N24047 N24133 	N25074 N25219 N13648 N4454	1 1 0 0
1848	N4841 	N17856 N25674 N22631 N9500	1 1 0 0
1849	N1184 N1345 N1662 N2513 N2550 N2842 N3440 N4591 N4842 N4858 N5098 N5378 N5668 N5951 N6665 N6909 N7188 N7484 N7710 N8252 N9351 N9490 N9859 N9885 N10004 N10363 N10410 N10503 N10530 N10611 N10853 N10877 N11908 N11996 N12339 N12507 N12876 N12884 N13025 N13388 N13475 N13516 N13729 N13907 N14417 N14620 N14917 N15325 N15405 N15840 N16109 N16528 N16624 N16973 N17486 N17665 N17806 N18515 N19525 N19549 N19619 N20059 N20794 N20838 N20848 N21490 N21600 N21673 N22380 N22729 N22894 N22967 N23064 N23393 N23606 N23957 	N24954 N25799 N3904 N1230	1 1 0 0
1850	N11377 	N17857 N24825 N5166 N449	1 1 0 0
1851	N51 N1823 N3892 N7528 	N18630 N18867 N13629 N15737	1 1 0 0
1852	N292 N828 N1246 N1591 N2002 N2671 N2856 N3303 N3386 N3873 N4275 N5033 N5449 N6916 N7537 N7694 N9142 N9495 N9571 N10040 N10882 N13020 N13579 N14223 N14499 N14603 N14700 N14859 N15228 N15420 N15794 N16793 N16914 N22580 N23947 N24142 N24456 	N24938 N25007 N3584 N1280	1 1 0 0
1853	N1921 N14777 	N16736 N18923 N21826 N443	1 1 0 0
1854	N4710 N6181 N10942 N10990 N11314 N13278 N16260 N20688 N22516 N22889 	N24553 N25873 N18292 N6780	1 1 0 0
1855	N968 N10432 N10585 N12319 N16991 	N17487 N18917 N1591 N13037	1 1 0 0
1856	N941 	N2059 N22027 N25027 N10610	1 1 0 0
1857	N16260 	N21545 N21564 N10567 N4360	1 1 0 0
1858	N4200 N6928 	N8764 N16333 N2072 N5388	1 1 0 0
1859	N3604 	N4484 N22353 N20680 N22417	1 1 0 0
1860	N2627 N4843 	N8608 N13907 N2455 N17659	1 1 0 0
1861	N1614 N3815 N8391 N10339 N10340 N10341 N10401 N14502 N16479 N16730 N17048 N20162 N21852 	N23952 N25184 N24206 N25657	1 1 0 0
1862	N2248 N3865 N8257 N8869 N9275 	N12773 N24398 N3498 N21487	1 1 0 0
1863	N2465 N2899 N3060 N3143 N6172 N6916 N10008 N10009 N11691 N12907 N12928 N12948 N13570 N14732 N15546 N18704 N19656 N20325 N20684 N21980 N22736 N23810 N23990 	N24744 N24799 N3339 N6648	1 1 0 0
1864	N699 N1802 N3228 N3265 N3871 N5748 N6441 N6499 N7561 N8117 N8285 N10193 N10276 N11083 N11523 N12012 N12453 N12709 N15911 N15949 N17036 N17107 N17625 N17699 N19590 N19740 N20112 N20309 N20593 N20810 N21809 N22014 N22352 N23496 N23708 N24480 	N25422 N25833 N24220 N14774	1 1 0 0
1865	N7351 N10267 N12870 N16600 N17005 N17574 N20851 	N22455 N22553 N10814 N8636	1 1 0 0
1866	N362 	N3236 N10950 N11069 N17231	1 1 0 0
1867	N1621 N4792 N14088 	N19807 N24370 N13542 N2173	1 1 0 0
1868	N138 N2762 N3131 	N22889 N25873 N15934 N8271	1 1 0 0
1869	N337 N1016 N1533 N1644 N1923 N3897 N3989 N6086 N6706 N6823 N9347 N9403 N9900 N9906 N10788 N12054 N12100 N12730 N12904 N13265 N13424 N13467 N13751 N13992 N14688 N15068 N15069 N15137 N15296 N16826 N17415 N17778 N22322 N22358 	N22710 N25233 N111 N22396	1 1 0 0
1870	N1077 N2483 N3892 N4660 N5718 N9010 N9571 N10694 N14223 N16922 	N25225 N25295 N295 N14933	1 1 0 0
1871	N2767 N10324 N17487 	N19111 N24278 N10232 N20744	1 1 0 0
1872	N11552 N13434 	N21851 N23607 N10549 N8485	1 1 0 0
1873	N7122 N12156 N13021 	N22390 N23068 N17634 N19667	1 1 0 0
1874	N746 	N4419 N19854 N12607 N25802	1 1 0 0
1875	N797 N1854 N4627 N12050 N14154 N18293 N18360 N18821 N21245 	N21653 N22240 N399 N18525	1 1 0 0
1876	N2716 N3264 N7344 N8929 N16478 N16494 N18185 N18526 	N18956 N21614 N19981 N11390	1 1 0 0
1877	N1314 N1923 N12054 	N13417 N18541 N23410 N2109	1 1 0 0
1878	N518 N1145 N4055 N4717 N9137 	N9412 N21054 N8695 N21196	1 1 0 0
1879	N74 N1412 N1546 N2002 N4470 N5473 N5915 N6270 N6878 N9202 N9521 N10621 N11253 N13440 N14859 N15228 N15515 N16246 N16484 N16914 N18062 N18877 N18928 N19176 N19210 N20109 	N20170 N23868 N16123 N8464	1 1 0 0
1880	N13272 N13273 	N19285 N21662 N7808 N20204	1 1 0 0
1881	N3989 N10864 N15833 N16245 	N20538 N24761 N17881 N4639	1 1 0 0
1882	N555 N585 N1741 N5288 N6644 N6945 N7209 N9400 N9571 N10095 N11457 N12329 N14066 N14636 N14832 N14938 N15615 N17183 N17214 N17921 N18253 N18403 N19059 N19638 N20638 N21426 N22457 N22776 N22889 N24060 N25134 	N25513 N25899 N21685 N21764	1 1 0 0
1883	N5805 N8126 N12764 N13619 N14347 	N21506 N24501 N8957 N19550	1 1 0 0
1884	N4659 N11248 N12935 	N13042 N16264 N1137 N17303	1 1 0 0
1885	N14589 N17487 	N20119 N21379 N19525 N3429	1 1 0 0
1886	N1942 N2734 N3119 N4610 N4626 N10611 N10853 N17466 N20147 N22524 	N22960 N25709 N25616 N18938	1 1 0 0
1887	N533 N981 N1040 N1330 N2233 N2472 N3510 N3892 N4186 N5302 N6102 N8628 N9014 N9020 N9050 N9576 N10779 N11018 N11021 N11839 N12341 N12493 N12729 N12764 N15450 N15911 N16084 N16390 N16692 N17604 N17702 N17903 N20100 N21246 N22233 N22479 N22674 N22801 N23055 N23356 N23456 N24137 N24384 N24401 N25386 N25490 	N25714 N25965 N19559 N16971	1 1 0 0
1888	N16694 N17487 N17738 N18532 	N21426 N24847 N12446 N16481	1 1 0 0
1889	N54 N4455 N11175 N20209 	N20848 N25933 N25664 N7234	1 1 0 0
1890	N734 N1114 N1292 N1571 N1674 N2131 N2544 N2992 N3563 N3849 N5562 N7178 N7779 N7823 N8229 N8321 N8479 N8729 N8805 N11043 N11083 N11281 N11827 N12105 N12509 N14405 N14509 N15240 N15354 N15949 N16477 N16694 N17107 N17487 N17495 N18044 N18348 N19403 N19572 N19840 N19855 N21521 N22894 N23158 N23215 N23859 N24420 N24722 N25422 N25907 	N25913 N25914 N15324 N8760	1 1 0 0
1891	N476 N2627 N9871 N13888 N14538 N17193 N19480 N19998 N21196 N21998 N22937 N23113 N24328 	N24706 N25243 N21167 N647	1 1 0 0
1892	N2009 N3672 N4291 N4292 N5538 N9025 N9222 N9345 N10504 N11935 N17230 N17487 N18176 N21712 N22560 N22604 	N24174 N24710 N22826 N8569	1 1 0 0
1893	N2178 N4313 N6470 N15174 N20639 N22574 	N24602 N25776 N1477 N9756	1 1 0 0
1894	N11248 N11712 	N12336 N23634 N8099 N2802	1 1 0 0
1895	N470 N7288 N8099 N11073 N12071 	N25273 N25348 N5385 N9878	1 1 0 0
1896	N826 N1053 N2146 N3714 N4712 N5322 N5810 N7987 N9559 N10033 N10967 N15233 N16266 N21571 N23373 	N24639 N25526 N8468 N4508	1 1 0 0
1897	N755 N1462 N3853 N6798 N7110 N7252 N7625 N7770 N7929 N8075 N8137 N10081 N10418 N11064 N11252 N11399 N11520 N12130 N12767 N12794 N13575 N14051 N14414 N15797 N16277 N16399 N16415 N17842 N19162 N20146 N20182 N22127 N22178 N23029 N24270 N24271 N24272 	N24578 N25602 N15955 N24346	1 1 0 0
1898	N3131 N6092 N8257 N9535 	N22889 N25873 N23238 N23554	1 1 0 0
1899	N5510 N5603 N10183 N13166 N15453 N20162 	N22338 N24198 N13116 N13745	1 1 0 0
1900	N7939 N13357 N14153 N16443 N18864 N19470 N22542 	N24208 N25214 N14605 N1352	1 1 0 0
1901	N145 N199 N305 N605 N754 N1909 N2571 N2625 N3446 N3511 N3688 N4132 N4381 N4447 N4453 N6054 N6218 N8147 N8471 N8648 N8711 N8933 N9937 N9982 N10166 N11168 N11904 N12048 N12219 N12257 N12922 N13757 N15083 N16067 N16750 N16854 N16974 N17060 N17479 N17796 N17875 N18639 N18837 N20202 N20364 N20468 N20517 N20624 N21196 N21932 N22489 N22596 N22962 N23249 N23297 N23706 N25027 N25524 N25570 	N25665 N25675 N8695 N6232	1 1 0 0
1902	N4134 N9416 	N23102 N23507 N353 N11573	1 1 0 0
1903	N1413 N10630 N17924 	N20221 N23976 N4719 N4785	1 1 0 0
1904	N346 N472 N1624 N3808 N3857 N4343 N4789 N4966 N7346 N7487 N8880 N9122 N9191 N10484 N11512 N12091 N12447 N13352 N13764 N14160 N15282 N15929 N16856 N17482 N17868 N18378 N19380 N19905 N20013 N21148 N21454 N21649 N22725 N23854 	N24292 N24339 N19125 N17432	1 1 0 0
1905	N3215 N5920 N9461 N11696 N12965 N20214 N25477 	N25755 N25774 N4868 N24278	1 1 0 0
1906	N5262 N9357 N12026 N13559 N15783 N20961 N23158 	N25218 N25810 N13627 N25026	1 1 0 0
1907	N34 N1077 N1200 N1853 N2518 N2938 N3356 N3406 N3935 N4363 N5095 N5129 N5198 N5866 N7418 N8123 N8331 N8608 N8922 N11208 N12219 N13335 N14942 N15019 N15123 N15899 N16067 N16458 N17007 N17492 N18364 N18428 N19360 N19387 N19655 N21650 N21673 N21761 N21866 N22056 N24262 N24809 N24994 	N25260 N25845 N5331 N10991	1 1 0 0
